iter	RMSE
130	0.04199075964
131	0.04192041436
132	0.04184378311
133	0.04178130455
134	0.04173283862
135	0.0416848299
136	0.04164573582
137	0.04159995661
138	0.04155788066
139	0.04150961564
140	0.04146084072
141	0.04142107426
142	0.04138572128
143	0.0413470624
144	0.04131252623
145	0.04126580095
146	0.0412297218
147	0.04119441303
148	0.04116681532
149	0.04112373321
150	0.04107474008
151	0.04103102449
152	0.04099117932
153	0.04092391582
154	0.04089487249
155	0.04085245513
156	0.04081670727
157	0.04075615254
158	0.04073413327
159	0.04069415392
160	0.04065609067
161	0.04059722314
162	0.04055426173
163	0.04052965933
164	0.04049965573
165	0.04045251424
166	0.04042050114
167	0.04036978185
168	0.04028784844
169	0.04025662878
170	0.04023801972
171	0.04020533822
172	0.04016041769
173	0.04012985765
174	0.04007665267
175	0.04005517507
176	0.04003208379
177	0.03999533897
178	0.03997066905
179	0.03994516195
180	0.03992306922
181	0.03989692824
182	0.03985304813
183	0.03983071419
184	0.0398107623
185	0.03978499461
186	0.03977206704
187	0.03974452398
188	0.03972396317
189	0.03971804782
190	0.03968447102
191	0.03964613133
192	0.03962824563
193	0.03961202147
194	0.03958926713
195	0.03956864833
196	0.03954528489
197	0.03951361993
198	0.0394928541
199	0.03946727758
200	0.03945572483
201	0.03945570355
202	0.0394335047
203	0.0393684027
204	0.03933900803
205	0.03931155857
206	0.03925867905
207	0.03923137989
208	0.03921322177
209	0.03918319792
210	0.03915354289
211	0.03912178295
212	0.0390953551
213	0.03908407203
214	0.03902226793
215	0.03899628765
216	0.03897135859
217	0.03895269926
218	0.0389298031
219	0.03890059235
220	0.03889061446
221	0.03887721734
222	0.03884004359
223	0.03882595313
224	0.03882255189
225	0.03881278397
226	0.03875582665
227	0.03873035348
228	0.03870928059
229	0.03870596621
230	0.03867810385
231	0.03866211231
232	0.03864760594
233	0.03861939454
234	0.03858412985
235	0.03856221058
236	0.03853930135
237	0.03852345044
238	0.03851169653
239	0.0384876479
240	0.03845723257
241	0.03843151218
242	0.03840203687
243	0.03838693427
244	0.03835311507
245	0.03832384574
246	0.03832179291
247	0.03831316585
248	0.03828577975
249	0.0382681266
250	0.03825840683
251	0.03824445867
252	0.03822697368
253	0.03819476278
254	0.03817399797
255	0.03816404429
256	0.03815019463
257	0.03812643132
258	0.03810214535
259	0.03807630594
260	0.03804276582
261	0.0380329191
262	0.03799781479
263	0.03798292374
264	0.03796738993
265	0.03794005686
266	0.03792344599
267	0.03790450285
268	0.03789494856
269	0.03786944633
270	0.03783629322
271	0.03778104539
272	0.03775723393
273	0.03771659122
274	0.03769246921
275	0.03767681641
276	0.03765713294
277	0.03763492521
278	0.03760998611
279	0.03760234062
280	0.03758589842
281	0.03756926415
282	0.0375593588
283	0.03752528672
284	0.037505981
285	0.03748911678
286	0.0374767582
287	0.03745013727
288	0.03742812122
289	0.03740060077
290	0.03737435047
291	0.03736883958
292	0.03734270184
293	0.03732438881
294	0.03730068433
295	0.03728670371
296	0.03726656408
297	0.0372502031
298	0.03721439829
299	0.03718454334
300	0.03716380067
301	0.03714644201
302	0.03712789426
303	0.03711421691
304	0.0371043547
305	0.03709628394
306	0.03707701247
307	0.03705659638
308	0.03702036392
309	0.03700222718
310	0.03698653239
311	0.03697158228
312	0.03694203788
313	0.03691495207
314	0.03689227294
315	0.0368772144
316	0.03685800483
317	0.03683627022
318	0.03681377295
319	0.03679378259
320	0.03677180995
321	0.03674846746
322	0.03673766629
323	0.03672767975
324	0.03669699889
325	0.0366881576
326	0.03665179718
327	0.03663490309
328	0.0366130535
329	0.0365970734
330	0.03659250824
331	0.03657599227
332	0.03656083834
333	0.03654936769
334	0.03653514328
335	0.03652358127
336	0.03650610857
337	0.03649335036
338	0.03647021195
339	0.03645295028
340	0.03643128969
341	0.03640964334
342	0.0363950493
343	0.03637574306
344	0.03635931925
345	0.0363507966
346	0.03633314257
347	0.03632537982
348	0.03630585827
349	0.03629110614
350	0.03627694273
351	0.03626912535
352	0.03624508122
353	0.03623945929
354	0.03622332819
355	0.03621522376
356	0.03621506039
357	0.036203047
358	0.03617743823
359	0.03616192965
360	0.03614258296
361	0.03612826761
362	0.03612165016
363	0.03611066669
364	0.03609486978
365	0.03608176834
366	0.03606672954
367	0.03606432683
368	0.03604843847
369	0.03603552526
370	0.03601495158
371	0.03600772263
372	0.03599047273
373	0.0359885051
374	0.03597322298
375	0.03594979047
376	0.03592902874
377	0.03592082225
378	0.03590258276
379	0.03587630542
380	0.0358529618
381	0.03584281563
382	0.03582287389
383	0.0358005581
384	0.03578309347
385	0.03576099949
386	0.03574247492
387	0.03572588806
388	0.03570523807
389	0.03570152486
390	0.03568786904
391	0.03566520369
392	0.0356522337
393	0.03564231622
394	0.03563233063
395	0.03558506076
396	0.03556912922
397	0.0355482782
398	0.03553683332
399	0.03553268791
400	0.03551938861
401	0.03550669141
402	0.03546805457
403	0.03545333776
404	0.03545319462
405	0.03541046596
406	0.03539434408
407	0.03538616007
408	0.03536978172
409	0.03535360883
410	0.03533624519
411	0.03531302475
412	0.03528862075
413	0.03527667349
414	0.03525773777
415	0.03524301479
416	0.03523275893
417	0.03521571238
418	0.03520966783
419	0.03519931928
420	0.03517923694
421	0.03516483067
422	0.03515747766
423	0.03514101979
424	0.03512397637
425	0.03511723512
426	0.03509778091
427	0.03508649006
428	0.03507768569
429	0.03507060318
430	0.03505160504
431	0.03504601083
432	0.03503937156
433	0.03502992364
434	0.03501806058
435	0.03500941679
436	0.03499481655
437	0.03498165784
438	0.03498138398
439	0.03497721632
440	0.03496168731
441	0.03494784605
442	0.0349342765
443	0.03492497202
444	0.03491640485
445	0.03490276511
446	0.03489221291
447	0.03488529319
448	0.03487706195
449	0.03485925866
450	0.03484715162
451	0.03484073541
452	0.03481235846
453	0.03480516624
454	0.03478893069
455	0.03478244482
456	0.03474569353
457	0.03473640904
458	0.03471284251
459	0.034702659
460	0.03469503571
461	0.03468648939
462	0.03467406146
463	0.03463958481
464	0.03463281125
465	0.03461821723
466	0.03460748005
467	0.03457123995
468	0.03456395295
469	0.03456269995
470	0.03454764712
471	0.03454044295
472	0.03452169558
473	0.03451622379
474	0.03450734165
475	0.0344826439
476	0.0344763698
477	0.03446462967
478	0.03446271335
479	0.03444986413
480	0.03443615788
481	0.03442358831
482	0.03441979713
483	0.03438828645
484	0.03437057411
485	0.0343553351
486	0.03435135138
487	0.03433872881
488	0.03433480239
489	0.03432541154
490	0.03430903748
491	0.03429134898
492	0.03428736806
493	0.03427444544
494	0.03425764024
495	0.03424425841
496	0.03423157045
497	0.03422351394
498	0.03419483816
499	0.03418767286
500	0.03417673903
501	0.03417047018
502	0.03415954604
503	0.03414531783
504	0.03413541009
505	0.03412226105
506	0.03411008304
507	0.03410259208
508	0.03407770698
509	0.03406993218
510	0.03406786491
511	0.03405589816
512	0.03403106573
513	0.03402075759
514	0.03401120012
515	0.0339965138
516	0.03398720256
517	0.03397601795
518	0.0339613009
519	0.03394577882
520	0.03393581521
521	0.03392537982
522	0.03391142289
523	0.03390974682
524	0.03390914155
525	0.03390428412
526	0.03387709138
527	0.03386897062
528	0.03385326058
529	0.03384403469
530	0.03383742701
531	0.03382540285
532	0.03381458219
533	0.03380599174
534	0.03380010364
535	0.03379380935
536	0.03378346984
537	0.03377366853
538	0.03375252917
539	0.0337394438
540	0.03371600345
541	0.03369173812
542	0.03367734458
543	0.03367316924
544	0.03366144808
545	0.03365007574
546	0.03364439354
547	0.0336383932
548	0.03363481195
549	0.03362278156
550	0.03361901214
551	0.03361671233
552	0.03360748261
553	0.03359764697
554	0.0335845749
555	0.03358236821
556	0.03357688638
557	0.0335705117
558	0.03356101974
559	0.03355769149
560	0.03354537343
561	0.03353698745
562	0.03352899053
563	0.03351669184
564	0.03350892618
565	0.03348445724
566	0.03348202808
567	0.03347089789
568	0.03345855152
569	0.03345641434
570	0.03344192597
571	0.03343107622
572	0.03342486411
573	0.03342275327
574	0.03341581622
575	0.03341021485
576	0.03339508327
577	0.03338655535
578	0.03338175596
579	0.03336734208
580	0.03335673739
581	0.03334908724
582	0.03333577395
583	0.03332226363
584	0.03331674886
585	0.03330996617
586	0.0333037467
587	0.03329622554
588	0.03328471822
589	0.03327682033
590	0.03327483099
591	0.03326686195
592	0.03326494657
593	0.03324727849
594	0.0332416755
595	0.03323499104
596	0.03322502658
597	0.03321824327
598	0.03320777355
599	0.03319851955
600	0.03319401561
601	0.03318854978
602	0.03317450632
603	0.03316521763
604	0.03316125439
605	0.03315531734
606	0.03314765743
607	0.03314380783
608	0.03313853568
609	0.03313653183
610	0.03313256721
611	0.03312503062
612	0.03311179249
613	0.03309913498
614	0.03308776794
615	0.03307071262
616	0.03304907668
617	0.03303747768
618	0.03302786098
619	0.03302182254
620	0.03301528478
621	0.03300659867
622	0.03300069642
623	0.03299379671
624	0.03298158323
625	0.0329752191
626	0.0329679742
627	0.0329654833
628	0.03295654151
629	0.03294721657
630	0.03294543935
631	0.03293437022
632	0.03292938411
633	0.03292597414
634	0.03292032245
635	0.03291827528
636	0.03290832024
637	0.03290168648
638	0.03288891193
639	0.03287735714
640	0.03287184669
641	0.03286309664
642	0.03286174084
643	0.03284698912
644	0.03283952184
645	0.03283188801
646	0.03282512476
647	0.03281406399
648	0.03280716094
649	0.03279794028
650	0.03279707579
651	0.03278773425
652	0.03277882685
653	0.03277446367
654	0.03276415303
655	0.03274733157
656	0.03273847326
657	0.03273155861
658	0.0327285642
659	0.03272323799
660	0.03271605646
661	0.03271417627
662	0.03270912026
663	0.03270191564
664	0.03269449012
665	0.03268454434
666	0.03267012199
667	0.03266107783
668	0.03265540073
669	0.03264466851
670	0.03263621595
671	0.03262572725
672	0.03261257099
673	0.03260713868
674	0.03260078365
675	0.03259722835
676	0.03258399861
677	0.03257744918
678	0.03256972577
679	0.03255442783
680	0.03255438089
681	0.03254608128
682	0.03253310313
683	0.03253011661
684	0.03253008979
685	0.0325270482
686	0.03251333222
687	0.0325099789
688	0.03250678488
689	0.03249931848
690	0.03249177911
691	0.03249033018
692	0.03248490792
693	0.03248027059
694	0.03247219202
695	0.03246959382
696	0.03245764684
697	0.03245389271
698	0.0324471565
699	0.03244390897
700	0.03243806794
701	0.03243543468
702	0.03243413114
703	0.03242652057
704	0.03241739315
705	0.0324138499
706	0.03241087065
707	0.0324035331
708	0.03240128512
709	0.03239508975
710	0.03238915763
711	0.03238266658
712	0.03237452091
713	0.03236357985
714	0.0323577061
715	0.03234811318
716	0.03233993002
717	0.03233554387
718	0.03232243834
719	0.0323121243
720	0.03230962663
721	0.03230185013
722	0.03230067172
723	0.03229207515
724	0.032288788
725	0.03228179803
726	0.03227868337
727	0.03227124041
728	0.03226629359
729	0.03225916022
730	0.03225017933
731	0.03223675661
732	0.03223670794
733	0.03222914737
734	0.03222396534
735	0.03220953097
736	0.0322019275
737	0.03219472476
738	0.03218721219
739	0.03218479349
740	0.03217862401
741	0.03217809977
742	0.03217096579
743	0.03216820649
744	0.03216026905
745	0.03215456198
746	0.0321491464
747	0.03214467047
748	0.0321426561
749	0.03213914549
750	0.03212563258
751	0.03211529027
752	0.03211422902
753	0.03210661936
754	0.0321032098
755	0.03209392416
756	0.03208950179
757	0.03208818427
758	0.03207936813
759	0.03207607515
760	0.03207136922
761	0.03206251893
762	0.03205835069
763	0.03205006494
764	0.03203905852
765	0.03202778545
766	0.03202401007
767	0.03202074098
768	0.03201704159
769	0.03200509129
770	0.03199841859
771	0.03199840791
772	0.03199599631
773	0.03198639141
774	0.03197718296
775	0.03197365775
776	0.03196861103
777	0.0319653215
778	0.03195612754
779	0.03195119878
780	0.03194610474
781	0.03194219377
782	0.0319333863
783	0.03192908117
784	0.03192811469
785	0.03192211559
786	0.03191713821
787	0.03191207933
788	0.03190840981
789	0.03190268217
790	0.03189173997
791	0.0318761683
792	0.03187264833
793	0.03186762868
794	0.03185928353
795	0.03185523872
796	0.03185398908
797	0.03184446578
798	0.03181619807
799	0.03180650972
800	0.03179971392
801	0.03179510157
802	0.03178050403
803	0.0317778742
804	0.03177063357
805	0.03175924563
806	0.03175520743
807	0.03174875815
808	0.031738297
809	0.03173574144
810	0.03172757806
811	0.03171328581
812	0.03171068078
813	0.03170312525
814	0.03169532811
815	0.0316893457
816	0.03168576564
817	0.03168173527
818	0.03167925384
819	0.03167503609
820	0.03167133743
821	0.03166775574
822	0.03164806164
823	0.03164805186
824	0.03164662709
825	0.03164008917
826	0.03163604918
827	0.03162864282
828	0.03162159447
829	0.03161528255
830	0.03161108623
831	0.03160596965
832	0.03159879156
833	0.03158027463
834	0.03157961748
835	0.0315790558
836	0.03156603088
837	0.03156121717
838	0.03155763895
839	0.03155320028
840	0.03154993733
841	0.03154340837
842	0.03153964215
843	0.03153231988
844	0.03152506491
845	0.03151855034
846	0.03150978572
847	0.0315070459
848	0.03150038232
849	0.03149259839
850	0.03147808195
851	0.03146934716
852	0.03145573887
853	0.03145429573
854	0.03144750765
855	0.03144664342
856	0.03144143413
857	0.03143851964
858	0.03143530735
859	0.03143118394
860	0.03143115985
861	0.03142318428
862	0.03141677031
863	0.03141413756
864	0.03140277242
865	0.03139708302
866	0.03139401528
867	0.03139257632
868	0.03138437771
869	0.03136992463
870	0.03136026533
871	0.0313588871
872	0.03135648081
873	0.03135287452
874	0.03134221211
875	0.0313353949
876	0.03133340251
877	0.03133028039
878	0.03132635036
879	0.03132250319
880	0.03131883226
881	0.03131512613
882	0.03130623939
883	0.03129966385
884	0.03129661035
885	0.03128356023
886	0.03127930256
887	0.03127303216
888	0.03127049542
889	0.03126428486
890	0.03126038212
891	0.03125603476
892	0.03125233854
893	0.03125017895
894	0.03124215718
895	0.03123642224
896	0.03123145706
897	0.03122544314
898	0.03122496004
899	0.03122135226
900	0.03121549679
901	0.03120827452
902	0.03120538507
903	0.03119538861
904	0.03118640297
905	0.03118057567
906	0.03117853887
907	0.03117567978
908	0.03116889144
909	0.03116114909
910	0.03115824713
911	0.03115200386
912	0.0311417717
913	0.03113793403
914	0.03113423423
915	0.03112632162
916	0.03112020574
917	0.03111701983
918	0.03111548422
919	0.03110822527
920	0.0311055743
921	0.03109809486
922	0.03108759465
923	0.0310762141
924	0.0310740561
925	0.0310675618
926	0.03106287571
927	0.03106122924
928	0.03105701634
929	0.03105600154
930	0.03104920571
931	0.03104708568
932	0.03103984285
933	0.03103677674
934	0.0310350501
935	0.03102729729
936	0.03102321327
937	0.03101887681
938	0.03101560976
939	0.03101160049
940	0.0310091959
941	0.03100381768
942	0.03100161706
943	0.03099715027
944	0.03099418369
945	0.03099152745
946	0.03097941921
947	0.03097101155
948	0.03096918532
949	0.03096593098
950	0.0309563515
951	0.0309490009
952	0.03094415288
953	0.03093962338
954	0.03093618078
955	0.03093346991
956	0.03092785572
957	0.0309224611
958	0.03091881698
959	0.03091723372
960	0.03091162977
961	0.03090447337
962	0.03089819684
963	0.0308905558
964	0.03088315974
965	0.03088050247
966	0.03087599723
967	0.03087245777
968	0.03086722843
969	0.03086275385
970	0.03085829592
971	0.0308534546
972	0.03084614752
973	0.03084406677
974	0.03084184593
975	0.03084136253
976	0.03083567462
977	0.03083379861
978	0.03081878896
979	0.03081642638
980	0.03080787046
981	0.03079405909
982	0.03078006486
983	0.03077505517
984	0.03076859366
985	0.03076493859
986	0.0307567206
987	0.03075581007
988	0.03075264689
989	0.0307471364
990	0.03074637478
991	0.0307416026
992	0.03073901474
993	0.03072554225
994	0.03071334977
995	0.03071054818
996	0.03070464361
997	0.03070223746
998	0.03069938723
999	0.03069500942
